time,level,latitude,longitude,input,output
272.76944444444416,2,37.93406677246094,-105.02792358398438,1.1465405e-10,9.16252e-11
272.76944444444416,2,37.97023391723633,-105.02691650390625,2.7389164e-13,0.0
272.76944444444416,3,37.33169174194336,-113.50869750976562,1.3988523e-11,5.2436024e-11
272.76944444444416,3,37.33427047729492,-113.46333312988281,1.4710384e-10,2.261749e-09
272.76944444444416,3,37.33682632446289,-113.41796875,7.181524e-12,1.4613231e-10
272.76944444444416,3,37.37033462524414,-113.466552734375,1.3030066e-11,9.5214505e-12
272.76944444444416,3,37.37289810180664,-113.42117309570312,2.095857e-12,3.3166261e-10
272.76944444444416,3,37.40896224975586,-113.42439270019531,1.2799253e-13,0.0
272.76944444444416,3,37.57997512817383,-105.5396728515625,2.4750993e-10,0.0
272.76944444444416,3,37.579383850097656,-105.49404907226562,3.525051e-09,1.6942932e-08
272.76944444444416,3,37.57877731323242,-105.44842529296875,1.2001268e-08,4.551781e-08
272.76944444444416,3,37.615543365478516,-105.4932861328125,2.6256192e-10,2.5601826e-10
272.76944444444416,3,37.614933013916016,-105.4476318359375,1.6033112e-09,1.934304e-09
272.76944444444416,3,37.65109634399414,-105.44686889648438,2.8338902e-11,0.0
272.76944444444416,3,37.861751556396484,-105.0299072265625,2.9887594e-12,5.1260274e-10
272.76944444444416,3,37.860958099365234,-104.98410034179688,2.2203893e-11,4.9836507e-10
272.76944444444416,3,37.89944076538086,-105.12057495117188,1.1171603e-12,0.0
272.76944444444416,3,37.89868927001953,-105.07473754882812,3.6015238e-10,2.6191915e-10
272.76944444444416,3,37.897911071777344,-105.02891540527344,2.6551912e-09,1.5333505e-08
272.76944444444416,3,37.89711380004883,-104.98309326171875,2.265449e-12,5.0917257e-12
272.76944444444416,3,37.93484878540039,-105.07376098632812,1.8355033e-12,2.310879e-12
272.76944444444416,3,37.93406677246094,-105.02792358398438,2.7890865e-10,2.2279067e-10
272.76944444444416,3,37.97023391723633,-105.02691650390625,7.38617e-13,0.0
272.76944444444416,4,37.33169174194336,-113.50869750976562,8.5239406e-11,2.3712596e-10
272.76944444444416,4,37.33427047729492,-113.46333312988281,8.6328367e-10,9.364006e-09
272.76944444444416,4,37.33682632446289,-113.41796875,5.3535693e-11,8.674978e-10
272.76944444444416,4,37.37033462524414,-113.466552734375,8.5567615e-11,7.2592835e-11
272.76944444444416,4,37.37289810180664,-113.42117309570312,1.5997561e-11,1.5258751e-09
272.76944444444416,4,37.40896224975586,-113.42439270019531,1.052795e-12,2.1395503e-12
272.76944444444416,4,37.57997512817383,-105.5396728515625,4.0533127e-10,0.0
272.76944444444416,4,37.579383850097656,-105.49404907226562,6.135206e-09,2.8599493e-08
272.76944444444416,4,37.57877731323242,-105.44842529296875,2.1439376e-08,7.3760845e-08
272.76944444444416,4,37.615543365478516,-105.4932861328125,4.4857845e-10,2.7056823e-10
272.76944444444416,4,37.614933013916016,-105.4476318359375,2.6508316e-09,2.0233328e-09
272.76944444444416,4,37.65109634399414,-105.44686889648438,3.13207e-11,0.0
272.76944444444416,4,37.861751556396484,-105.0299072265625,1.2319069e-11,1.9038287e-09
272.76944444444416,4,37.860958099365234,-104.98410034179688,9.416163e-11,1.8604311e-09
272.76944444444416,4,37.89944076538086,-105.12057495117188,2.2046791e-12,0.0
272.76944444444416,4,37.89868927001953,-105.07473754882812,6.8543504e-10,5.191295e-10
272.76944444444416,4,37.897911071777344,-105.02891540527344,5.219108e-09,3.0078127e-08
272.76944444444416,4,37.89711380004883,-104.98309326171875,1.0641716e-11,1.4170512e-11
272.76944444444416,4,37.93484878540039,-105.07376098632812,3.9131133e-12,2.854277e-12
272.76944444444416,4,37.93406677246094,-105.02792358398438,6.042159e-10,4.5042198e-10
272.76944444444416,4,37.97023391723633,-105.02691650390625,1.7110576e-12,0.0
272.76944444444416,5,37.33169174194336,-113.50869750976562,4.9121196e-10,8.7593566e-10
272.76944444444416,5,37.33427047729492,-113.46333312988281,4.7814908e-09,4.212445e-08
272.76944444444416,5,37.33682632446289,-113.41796875,3.2879172e-10,4.4824593e-09
272.76944444444416,5,37.37033462524414,-113.466552734375,5.337242e-10,4.6559673e-10
272.76944444444416,5,37.37289810180664,-113.42117309570312,1.01052666e-10,7.743036e-09
272.76944444444416,5,37.40896224975586,-113.42439270019531,7.1685457e-12,8.890299e-12
272.76944444444416,5,37.579383850097656,-105.49404907226562,1.940542e-11,1.5546585e-11
272.76944444444416,5,37.57877731323242,-105.44842529296875,1.1511879e-10,9.47492e-11
272.76944444444416,5,37.614933013916016,-105.4476318359375,2.6899095e-12,1.9255643e-12
272.76944444444416,5,37.861751556396484,-105.0299072265625,2.6678947e-11,5.1858815e-09
272.76944444444416,5,37.860958099365234,-104.98410034179688,2.610958e-10,4.909161e-09
272.76944444444416,5,37.89868927001953,-105.07473754882812,7.368078e-11,5.3139514e-11
272.76944444444416,5,37.897911071777344,-105.02891540527344,7.6457696e-10,1.4924645e-08
272.76944444444416,5,37.89711380004883,-104.98309326171875,2.6341387e-11,2.0940912e-11
272.76944444444416,5,37.93406677246094,-105.02792358398438,7.469071e-11,5.4276708e-11
272.76944444444416,6,37.32908630371094,-113.55404663085938,1.7721388e-13,0.0
272.76944444444416,6,37.33169174194336,-113.50869750976562,1.740604e-09,1.7415566e-09
272.76944444444416,6,37.33427047729492,-113.46333312988281,1.6061591e-08,1.1091494e-07
272.76944444444416,6,37.33682632446289,-113.41796875,9.652403e-10,1.3762504e-08
272.76944444444416,6,37.36775588989258,-113.51194763183594,2.0587785e-13,0.0
272.76944444444416,6,37.37033462524414,-113.466552734375,2.0289441e-09,1.5370416e-09
272.76944444444416,6,37.37289810180664,-113.42117309570312,3.0483677e-10,1.9773063e-08
272.76944444444416,6,37.40896224975586,-113.42439270019531,2.31267e-11,1.4570579e-11
272.76944444444416,6,37.57877731323242,-105.44842529296875,7.9345e-14,0.0
272.76944444444416,6,37.860958099365234,-104.98410034179688,1.6789492e-12,1.2875074e-12
272.76944444444416,6,37.897911071777344,-105.02891540527344,4.765432e-12,3.4797326e-12
272.76944444444416,7,37.33169174194336,-113.50869750976562,1.3602331e-09,1.0976625e-09
272.76944444444416,7,37.33427047729492,-113.46333312988281,1.0579343e-08,7.9665085e-08
272.76944444444416,7,37.33682632446289,-113.41796875,1.1738133e-10,5.8649356e-09
272.76944444444416,7,37.37033462524414,-113.466552734375,1.5071208e-09,9.980535e-10
272.76944444444416,7,37.37289810180664,-113.42117309570312,1.6908258e-11,9.61667e-09
272.76944444444416,8,37.33169174194336,-113.50869750976562,6.542709e-11,5.0346095e-11
272.76944444444416,8,37.33427047729492,-113.46333312988281,4.2873316e-10,1.5940431e-08
272.76944444444416,8,37.33682632446289,-113.41796875,3.3451318e-13,0.0
272.76944444444416,8,37.37033462524414,-113.466552734375,6.496956e-11,4.2047924e-11
272.76944444444416,9,37.33427047729492,-113.46333312988281,1.5164042e-12,1.1637676e-12
272.77083333333303,0,37.104766845703125,-105.1865234375,0.0,1.6930488e-12
272.77083333333303,0,37.32908630371094,-113.55404663085938,1.9088697e-13,0.0
272.77083333333303,0,37.33169174194336,-113.50869750976562,1.6367427e-11,2.2365282e-11
272.77083333333303,0,37.33427047729492,-113.46333312988281,1.5589902e-10,1.1882602e-09
272.77083333333303,0,37.33682632446289,-113.41796875,3.340854e-12,2.957756e-11
272.77083333333303,0,37.36775588989258,-113.51194763183594,1.6189577e-13,0.0
272.77083333333303,0,37.37033462524414,-113.466552734375,1.3388978e-11,1.8927897e-11
272.77083333333303,0,37.37289810180664,-113.42117309570312,1.625741e-11,2.9450895e-10
272.77083333333303,0,37.40896224975586,-113.42439270019531,1.2087266e-12,2.8872905e-12
272.77083333333303,0,37.4115104675293,-113.37896728515625,0.0,2.9267543e-12
272.77083333333303,0,37.57997512817383,-105.5396728515625,4.864829e-10,0.0
272.77083333333303,0,37.579383850097656,-105.49404907226562,5.726623e-09,2.173972e-08
272.77083333333303,0,37.57877731323242,-105.44842529296875,1.2732892e-08,3.9783743e-08
272.77083333333303,0,37.61613845825195,-105.5389404296875,9.825452e-12,0.0
272.77083333333303,0,37.615543365478516,-105.4932861328125,5.8612e-10,8.573783e-10
272.77083333333303,0,37.614933013916016,-105.4476318359375,2.0955544e-09,4.2518558e-09
272.77083333333303,0,37.65170669555664,-105.49252319335938,7.939621e-12,0.0
272.77083333333303,0,37.65109634399414,-105.44686889648438,8.4547265e-11,0.0
272.77083333333303,0,37.862518310546875,-105.07571411132812,4.177305e-12,0.0
272.77083333333303,0,37.861751556396484,-105.0299072265625,3.639817e-11,5.413453e-10
272.77083333333303,0,37.860958099365234,-104.98410034179688,2.5226817e-11,1.8993311e-10
272.77083333333303,0,37.89944076538086,-105.12057495117188,3.2816445e-12,0.0
272.77083333333303,0,37.89868927001953,-105.07473754882812,4.1889897e-10,7.2544926e-10
272.77083333333303,0,37.897911071777344,-105.02891540527344,3.1289917e-09,1.385224e-08
272.77083333333303,0,37.89711380004883,-104.98309326171875,2.171568e-12,1.2241031e-11
272.77083333333303,0,37.93484878540039,-105.07376098632812,4.990363e-12,2.0981595e-11
272.77083333333303,0,37.93406677246094,-105.02792358398438,2.907952e-10,1.51084e-10
272.77083333333303,0,37.97023391723633,-105.02691650390625,1.8560407e-12,0.0
272.77083333333303,0,39.216217041015625,-114.15153503417969,0.0,1.5970128e-11
272.77083333333303,1,37.104766845703125,-105.1865234375,0.0,2.5378647e-12
272.77083333333303,1,37.32908630371094,-113.55404663085938,3.5683668e-13,0.0
272.77083333333303,1,37.33169174194336,-113.50869750976562,2.6339734e-11,4.1257428e-11
272.77083333333303,1,37.33427047729492,-113.46333312988281,2.4433938e-10,1.7985087e-09
272.77083333333303,1,37.33682632446289,-113.41796875,7.1660945e-12,5.7950547e-11
272.77083333333303,1,37.36775588989258,-113.51194763183594,3.063316e-13,0.0
272.77083333333303,1,37.37033462524414,-113.466552734375,2.1521946e-11,3.555778e-11
272.77083333333303,1,37.37289810180664,-113.42117309570312,2.819122e-11,4.709418e-10
272.77083333333303,1,37.40896224975586,-113.42439270019531,2.1233067e-12,5.46951e-12
272.77083333333303,1,37.4115104675293,-113.37896728515625,0.0,6.291447e-12
272.77083333333303,1,37.57997512817383,-105.5396728515625,5.7679844e-10,0.0
272.77083333333303,1,37.579383850097656,-105.49404907226562,6.7515664e-09,2.5462931e-08
272.77083333333303,1,37.57877731323242,-105.44842529296875,1.500905e-08,4.6417334e-08
272.77083333333303,1,37.61613845825195,-105.5389404296875,1.1791274e-11,0.0
272.77083333333303,1,37.615543365478516,-105.4932861328125,6.9367884e-10,1.0215694e-09
272.77083333333303,1,37.614933013916016,-105.4476318359375,2.4209152e-09,4.5887636e-09
272.77083333333303,1,37.65170669555664,-105.49252319335938,9.686451e-12,0.0
272.77083333333303,1,37.65109634399414,-105.44686889648438,9.4181295e-11,0.0
272.77083333333303,1,37.862518310546875,-105.07571411132812,6.8176246e-12,0.0
272.77083333333303,1,37.861751556396484,-105.0299072265625,5.958439e-11,7.484055e-10
272.77083333333303,1,37.860958099365234,-104.98410034179688,4.4027223e-11,3.0637679e-10
272.77083333333303,1,37.89944076538086,-105.12057495117188,5.0700577e-12,0.0
272.77083333333303,1,37.89868927001953,-105.07473754882812,5.2968674e-10,8.914368e-10
272.77083333333303,1,37.897911071777344,-105.02891540527344,3.886569e-09,1.6607592e-08
272.77083333333303,1,37.89711380004883,-104.98309326171875,3.8477793e-12,1.8197638e-11
272.77083333333303,1,37.93484878540039,-105.07376098632812,7.7928644e-12,2.5697604e-11
272.77083333333303,1,37.93406677246094,-105.02792358398438,3.728277e-10,2.330181e-10
272.77083333333303,1,37.97023391723633,-105.02691650390625,2.9299094e-12,0.0
272.77083333333303,1,39.216217041015625,-114.15153503417969,0.0,3.1601582e-11
272.77083333333303,2,37.104766845703125,-105.1865234375,0.0,5.3806087e-12
272.77083333333303,2,37.32908630371094,-113.55404663085938,1.0874246e-12,0.0
272.77083333333303,2,37.33169174194336,-113.50869750976562,6.724642e-11,1.2272176e-10
272.77083333333303,2,37.33427047729492,-113.46333312988281,5.984172e-10,4.137498e-09
272.77083333333303,2,37.33682632446289,-113.41796875,2.6150363e-11,1.8917962e-10
272.77083333333303,2,37.36775588989258,-113.51194763183594,1.0758056e-12,0.0
272.77083333333303,2,37.37033462524414,-113.466552734375,5.665321e-11,1.08498203e-10
272.77083333333303,2,37.37289810180664,-113.42117309570312,7.927451e-11,1.174735e-09
272.77083333333303,2,37.37544250488281,-113.37579345703125,0.0,1.1825149e-12
272.77083333333303,2,37.40640640258789,-113.46980285644531,1.0273602e-13,0.0
272.77083333333303,2,37.40896224975586,-113.42439270019531,6.162952e-12,1.6830065e-11
272.77083333333303,2,37.4115104675293,-113.37896728515625,0.0,2.2118375e-11
272.77083333333303,2,37.57997512817383,-105.5396728515625,9.304356e-10,0.0
272.77083333333303,2,37.579383850097656,-105.49404907226562,1.0464574e-08,3.6848423e-08
272.77083333333303,2,37.57877731323242,-105.44842529296875,2.1812536e-08,6.6716574e-08
272.77083333333303,2,37.61613845825195,-105.5389404296875,1.7328992e-11,0.0
272.77083333333303,2,37.615543365478516,-105.4932861328125,1.0947134e-09,1.4665645e-09
272.77083333333303,2,37.614933013916016,-105.4476318359375,3.4316487e-09,5.440949e-09
272.77083333333303,2,37.65170669555664,-105.49252319335938,1.4948154e-11,0.0
272.77083333333303,2,37.65109634399414,-105.44686889648438,1.225236e-10,0.0
272.77083333333303,2,37.862518310546875,-105.07571411132812,1.7325426e-11,0.0
272.77083333333303,2,37.861751556396484,-105.0299072265625,1.5070528e-10,1.4957768e-09
272.77083333333303,2,37.860958099365234,-104.98410034179688,1.207372e-10,7.576888e-10
272.77083333333303,2,37.89944076538086,-105.12057495117188,1.1310673e-11,0.0
272.77083333333303,2,37.89868927001953,-105.07473754882812,8.887992e-10,1.3709649e-09
272.77083333333303,2,37.897911071777344,-105.02891540527344,6.273152e-09,2.5218624e-08
272.77083333333303,2,37.89711380004883,-104.98309326171875,1.27077385e-11,3.919325e-11
272.77083333333303,2,37.93484878540039,-105.07376098632812,1.7773696e-11,3.905509e-11
272.77083333333303,2,37.93406677246094,-105.02792358398438,6.4748035e-10,5.1691407e-10
272.77083333333303,2,37.93328094482422,-104.98208618164062,1.5068219e-13,0.0
272.77083333333303,2,37.97023391723633,-105.02691650390625,6.833714e-12,0.0
272.77083333333303,2,39.216217041015625,-114.15153503417969,0.0,1.0063956e-10
272.77083333333303,3,37.104766845703125,-105.1865234375,0.0,1.22601426e-11
272.77083333333303,3,37.32908630371094,-113.55404663085938,4.2178383e-12,0.0
272.77083333333303,3,37.33169174194336,-113.50869750976562,2.2711386e-10,4.5620513e-10
272.77083333333303,3,37.33427047729492,-113.46333312988281,1.9207473e-09,1.2180038e-08
272.77083333333303,3,37.33682632446289,-113.41796875,1.2334896e-10,7.987426e-10
272.77083333333303,3,37.36775588989258,-113.51194763183594,4.6900006e-12,0.0
272.77083333333303,3,37.37033462524414,-113.466552734375,2.0286026e-10,4.1579806e-10
272.77083333333303,3,37.37289810180664,-113.42117309570312,2.9097896e-10,3.754646e-09
272.77083333333303,3,37.37544250488281,-113.37579345703125,0.0,7.497841e-12
272.77083333333303,3,37.40640640258789,-113.46980285644531,7.0680614e-13,0.0
272.77083333333303,3,37.40896224975586,-113.42439270019531,2.4415981e-11,6.474598e-11
272.77083333333303,3,37.4115104675293,-113.37896728515625,0.0,9.491524e-11
272.77083333333303,3,37.57997512817383,-105.5396728515625,1.6446446e-09,0.0
272.77083333333303,3,37.579383850097656,-105.49404907226562,1.8193699e-08,5.951832e-08
272.77083333333303,3,37.57877731323242,-105.44842529296875,3.6775994e-08,1.0471755e-07
272.77083333333303,3,37.61613845825195,-105.5389404296875,2.4736142e-11,0.0
272.77083333333303,3,37.615543365478516,-105.4932861328125,1.9485837e-09,2.0608886e-09
272.77083333333303,3,37.614933013916016,-105.4476318359375,5.7213962e-09,6.7078583e-09
272.77083333333303,3,37.65170669555664,-105.49252319335938,2.3375739e-11,0.0
272.77083333333303,3,37.65109634399414,-105.44686889648438,1.7611175e-10,0.0
272.77083333333303,3,37.862518310546875,-105.07571411132812,5.4919833e-11,0.0
272.77083333333303,3,37.861751556396484,-105.0299072265625,4.6764237e-10,3.7669867e-09
272.77083333333303,3,37.860958099365234,-104.98410034179688,4.019341e-10,2.286569e-09
272.77083333333303,3,37.89944076538086,-105.12057495117188,2.7650285e-11,0.0
272.77083333333303,3,37.89868927001953,-105.07473754882812,1.8486433e-09,2.1860034e-09
272.77083333333303,3,37.897911071777344,-105.02891540527344,1.2433026e-08,4.674594e-08
272.77083333333303,3,37.89711380004883,-104.98309326171875,4.532852e-11,9.759698e-11
272.77083333333303,3,37.93560028076172,-105.11962890625,2.4303728e-13,0.0
272.77083333333303,3,37.93484878540039,-105.07376098632812,4.750886e-11,6.117498e-11
272.77083333333303,3,37.93406677246094,-105.02792358398438,1.4543353e-09,1.2526485e-09
272.77083333333303,3,37.93328094482422,-104.98208618164062,4.195583e-13,0.0
272.77083333333303,3,37.97100830078125,-105.07279968261719,1.9293982e-13,0.0
272.77083333333303,3,37.97023391723633,-105.02691650390625,1.8455416e-11,0.0
272.77083333333303,3,39.216217041015625,-114.15153503417969,0.0,3.8643447e-10
272.77083333333303,4,37.104766845703125,-105.1865234375,0.0,2.3852321e-11
272.77083333333303,4,37.32908630371094,-113.55404663085938,1.9592881e-11,0.0
272.77083333333303,4,37.33169174194336,-113.50869750976562,9.751192e-10,1.9920168e-09
